UniqueCount	AmbigCount
1	4
0	2
3	491
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	15
0	3
2	3
0	1
0	10
2	0
0	58
0	2
0	14
176	8
0	8
36	118
7	9
13	1
21	38
0	0
0	0
0	2
12	487
3	10
0	32
0	15
0	31
27	30
0	9
0	0
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	1
2	14
3	4
0	4
11	2
0	122
0	81
1	104
0	72
0	130
0	72
4	5
1	112
0	82
26	27
0	51
8	20
0	0
0	3
0	49
5	6
0	0
0	1
0	1
0	0
38	72
0	1
0	1
0	3
0	0
0	0
0	0
0	0
0	0
3	45
0	1
0	0
0	3
0	13
0	4
0	0
0	0
45	4874
1621	33859
1118	54843
8	0
10	506
1	40
10391	11215
33	1082
0	0
0	1
0	0
350	641
16	5
0	0
0	0
0	15
0	10
0	3
0	3
0	4
0	3
0	4
0	3
0	3
0	3
0	25
0	3
0	3
0	3
0	4
0	4
0	3
6	0
0	1
4	1
0	5
0	0
1	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
8	31
0	7
3	7
0	0
9	6
0	6
2	0
124	3
0	4
0	167
0	179
322	665
96	248
0	852
67	67
0	507
0	689
51	52
0	233
0	678
0	248
0	544
6	25
0	164
1	204
0	53
0	185
0	223
0	226
0	184
0	59
23	145
0	148
1	171
1	247
0	444
0	456
0	500
0	177
0	159
0	184
0	190
0	61
0	212
0	483
0	164
3	61
0	28
0	164
0	64
0	147
7	22
16	19
1	19
0	2
0	0
0	2
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	2
0	1
0	2
0	2
0	1
0	1
0	2
0	1
0	0
0	1
0	0
0	0
68	673
8	228
63	618
0	0
13	213
13	10
27	10
14	1
3	9
3	0
3	1
0	0
0	0
0	0
0	1
456	7594
0	6724
2	2110
1	5674
65	0
12	54
1	48
11	42
2	18
1	14
0	7
7	13
0	0
0	0
3	393
0	364
0	346
0	375
0	17
0	7
0	8
0	0
2	5
8	100
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	46
0	33
0	39
0	41
26	42
0	37
4	49
0	8
1	29
0	8
0	8
0	8
0	1
3	2
0	0
0	1
0	0
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	12
0	14
0	13
1	13
0	13
0	7
0	14
0	7
0	8
0	11
0	12
0	9
0	1
0	809
0	775
0	705
119	389
14	317
0	222
0	167
162	0
0	0
0	0
0	0
0	0
0	0
3	0
0	394
5	438
0	404
0	218
0	239
1	185
0	193
2	28
0	159
4	108
0	35
0	34
0	85
0	67
3	60
6	3
0	9
0	17
7	52
35	3
3	1
11	1
0	81
0	68
25	79
0	83
0	3
0	74
0	0
0	16
188	584
3	581
13	398
0	282
1	9
0	25
3	56
1	4
37	107
0	54
31	78
0	35
0	1
0	0
3	65
0	23
4	6
0	40
0	5
0	23
0	34
0	539
0	894
0	867
0	682
0	191
0	747
0	899
3	680
175	571
8	322
0	604
0	882
0	689
0	618
0	719
0	763
0	226
4	160
2	76
0	547
0	168
0	208
0	183
0	92
0	134
0	345
0	27
40	57
0	246
2	115
0	100
0	198
0	184
13	183
0	19
9	7
0	102
0	322
0	289
15	200
0	159
0	111
1	61
0	51
0	57
1	57
0	7
1	37
8	30
0	0
20	0
3	216
625	275
5	60
2	0
19	4530
100	4344
8	555
0	848
15	251
0	156
57	381
0	0
0	204
0	280
0	340
0	226
0	321
0	72
0	50
11	71
2	0
0	3
23	1079
32	1008
90	1003
124	1075
10	94
0	65
0	0
0	641
3	796
0	625
29	467
3	1244
0	800
0	992
0	1033
0	385
0	450
4	96
0	129
0	100
4	173
0	286
32	31
0	80
8	14
6	25
0	62
0	62
2	82
0	72
0	66
0	72
0	57
0	57
0	72
0	8
0	63
0	66
0	69
0	23
81	625
4	340
55	469
24	35
76	293
3	69
0	6
24	9
0	43
0	39
0	39
0	23
0	8
5	0
0	0
5	0
3	0
0	0
0	0
0	26
0	113
14	138
0	4
2	25
0	0
0	2
0	198
0	126
49	189
0	33
28	140
64	110
0	5
21	6
0	0
1	367
18	273
0	351
0	286
0	334
0	6
0	42
0	64
18	1
10	1
210	714
31	571
1	145
542	58
0	0
3	0
0	0
3	0
1	0
385	0
63	2064
0	1964
0	2150
0	2093
0	1660
8	1937
0	1959
202	210
7	116
8	2028
3	210
0	1608
17	235
4	35
9	235
0	2086
5	1333
0	114
0	1838
11	1591
33	44
12	56
5	1655
3	276
11	60
0	55
22	251
0	435
0	454
2	294
0	174
0	179
0	0
0	1
0	0
0	1
0	1
0	1
0	0
0	0
1	0
0	0
4	682
1	605
0	571
0	529
0	508
0	532
0	532
0	532
0	65
0	0
4	391
15	1856
1	1833
61	683
38	384
0	0
0	0
0	1
25	462
0	413
0	209
0	305
0	352
0	285
0	341
0	354
0	321
0	322
21	32
0	74
0	29
0	3
0	58
0	14
0	21
2	65
0	61
20	19
0	5
0	7
25	5
239	395
0	0
1	0
0	0
16	339
37	44
8	342
0	220
0	0
0	345
0	338
0	304
2	154
0	3
0	55
4	33
0	30
4	47
0	27
0	30
0	22
8	48
0	50
1	47
17	24
0	0
0	696
1	825
19	873
1	765
0	759
0	814
0	744
0	683
0	814
0	759
0	407
0	777
0	812
0	787
0	787
0	778
0	766
0	686
0	714
0	644
0	708
0	690
1	462
0	418
65	93
13	265
0	186
0	81
0	3
2	37
10	0
0	18
0	8
0	2
5	18
1	7
8	295
75	296
98	175
0	59
24	1901
81	1790
0	251
42	466
164	284
14	20
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	8
0	6
0	5
0	5
0	6
0	1
0	8
0	7
0	6
0	0
0	8
0	4
0	3
0	4
0	4
0	3
0	2
0	3
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	0
17	0
0	0
0	53
2	60
1	78
0	98
0	58
68	45
0	39
0	79
2	55
0	55
4	54
0	24
0	65
0	1
0	0
0	0
0	41
1146	86
3	0
0	9
3	43
0	0
1	0
