ID pvalue
GO:0009144 0.000255299457160909
GO:0007350 0.000257323777663534
GO:0009259 0.000271286099668042
GO:0009205 0.000272513264070204
GO:2000649 0.000275966269894082
GO:0009798 0.000290954326311384
GO:0051209 0.0002924808409164
GO:0010975 0.000293568279480893
GO:1904427 0.000306883763074151
GO:0061351 0.000313249709503373
GO:0042176 0.000316350391673633
GO:0035265 0.000320880727807986
GO:0045185 0.000322573529551358
GO:0051208 0.000328406613349481
GO:0007596 0.000330125791767782
GO:0097553 0.000341294884038467
GO:2001237 0.000341636175371088
GO:0006809 0.000345918973209391
GO:0045913 0.000345918973209391
GO:0010001 0.000348171216000472
GO:0000271 0.000353338916275193
GO:0071900 0.000355918643033239
GO:0060343 0.000375197597196266
GO:0007043 0.000384037328128592
GO:0008347 0.000387100708015692
GO:0032434 0.000392401508227284
GO:0048639 0.000396328527638441
GO:0003300 0.000399914086880518
GO:0001954 0.000419113732684547
GO:0032868 0.000426043339828558
GO:0062012 0.00042854164060769
GO:0035024 0.000430674164261482
GO:0010880 0.000435924853200241
GO:1903055 0.000435924853200241
GO:0010745 0.000439699249455398
GO:0071415 0.000439699249455398
GO:0045664 0.00044695048044201
GO:0043434 0.000461628364411266
GO:0006735 0.000462263305075247
GO:0044539 0.000462263305075247
GO:0061323 0.000462263305075247
GO:0061621 0.000462263305075247
GO:0061718 0.000462263305075247
GO:1902307 0.000462263305075247
GO:2000136 0.000462263305075247
GO:0031346 0.000464126864749971
GO:0014808 0.000467683992546442
GO:0021799 0.000467683992546442
GO:0032232 0.000467683992546442
GO:0050807 0.000469438833835907
GO:0003203 0.000476144867054234
GO:1900024 0.000476806799031568
GO:0030856 0.000498425670041417
GO:0071902 0.000514864635347769
GO:0051149 0.000518058707150998
GO:0072009 0.00052649547570205
GO:0009199 0.000526696875119643
GO:0048659 0.000528846408274199
GO:0097581 0.000532279240822173
GO:1902894 0.000534763636742233
GO:0050817 0.000537665481105493
GO:0003197 0.000562069547267291
GO:0014823 0.00056305129784877
GO:0045859 0.000570690474127882
GO:2000058 0.00058715043686691
GO:0010830 0.000595948519221275
GO:0045933 0.000595948519221275
GO:0016072 0.000596332544381794
GO:0030278 0.00060317738405073
GO:1901136 0.00060445596209715
GO:1901379 0.000612151319249541
GO:0045936 0.000617536595464093
GO:0051154 0.000617605809521985
GO:0003161 0.000620281711933686
GO:0043267 0.000620281711933686
GO:1903514 0.000620281711933686
GO:0021561 0.000642408949008414
GO:0021610 0.000642408949008414
GO:0042306 0.000643648388613555
GO:0071772 0.000657223535689274
GO:0071773 0.000657223535689274
GO:0010563 0.000663343932714061
GO:0071560 0.000678915150710471
GO:0019693 0.000679712652629361
GO:0071559 0.000681453210420757
GO:0060070 0.000683768674658802
GO:0048660 0.000695281186624978
GO:0046622 0.000701471562957627
GO:0071825 0.000701471562957627
GO:0006935 0.000702129689131069
GO:0051928 0.00070646662761414
GO:0019674 0.000710853847116624
GO:0048524 0.000710853847116624
GO:0018105 0.000723022901855623
GO:0001933 0.000732468958525788
GO:0030509 0.000734444497802647
GO:0050792 0.000734444497802647
GO:0010649 0.000742591273023844
GO:0036376 0.000742591273023844
GO:2000629 0.000746613124906724
GO:0044331 0.000753192523876342
GO:1903050 0.00076306091942488
GO:0009948 0.000789964072640557
GO:0003176 0.000792910490576103
GO:0060412 0.000792910490576103
GO:0042330 0.000796623145690401
GO:0044403 0.000797656949886875
GO:0010743 0.000801328309070301
GO:0017145 0.000801328309070301
GO:0034368 0.000801328309070301
GO:0034369 0.000801328309070301
GO:0051497 0.000801328309070301
GO:2000765 0.000801328309070301
GO:2001233 0.000803276588477394
GO:0050803 0.000808966697953926
GO:0003180 0.000812499805221403
GO:1990845 0.00081959963102919
GO:0048705 0.000836888175729151
GO:0051216 0.000851358642968532
GO:0006913 0.000857864242948039
GO:0051169 0.000857864242948039
GO:0150063 0.000860009263889324
GO:0031647 0.000860252527940799
GO:0001704 0.000863867948122501
GO:0060560 0.00086954011262035
GO:0001649 0.000894608941948404
GO:2001236 0.000913071696244129
GO:0048675 0.00092322768390507
GO:0051150 0.000944083025469242
GO:1903170 0.000944083025469242
GO:2001259 0.000944083025469242
GO:0043086 0.000949248837317717
GO:0030178 0.000957663855894145
GO:0022029 0.000963642730151897
GO:0034446 0.000982663371365156
GO:0006112 0.000988450391368181
GO:0008286 0.00101620884533917
GO:0003209 0.00102294090903922
GO:0099625 0.00102294090903922
GO:0032507 0.00103681742053718
GO:0090075 0.00106251010777599
GO:0001654 0.00106566903728183
GO:0009141 0.00106899360305758
GO:0085029 0.00106957422166992
GO:0106106 0.00107666990525431
GO:0061620 0.00107670167119603
GO:0030032 0.00109010061047003
GO:0061035 0.00109010061047003
GO:0002244 0.00110535787348304
GO:1902414 0.00111134040358318
GO:0008630 0.0011328722644815
GO:0060379 0.00115966856726068
GO:0060788 0.00115966856726068
GO:0071697 0.00115966856726068
GO:0071827 0.00117407460650327
GO:0030728 0.00118936757335268
GO:1904031 0.00118936757335268
GO:0046660 0.00119552819256847
GO:0045727 0.00124667915224362
GO:0060828 0.00125936982761488
GO:0030324 0.00126218474503213
GO:0033173 0.0012701222757574
GO:0048880 0.00128181807601845
GO:0045662 0.00128290212537843
GO:0060314 0.00128290212537843
GO:0002761 0.00130227478619842
GO:0099175 0.001302429367944
GO:0007528 0.00130754757129872
GO:1903320 0.00132538011677042
GO:0009166 0.0013319148821813
GO:0043403 0.00134717868779441
GO:0048511 0.00136997225219626
GO:0048562 0.00136997225219626
GO:1901798 0.00137757646185074
GO:0030947 0.00139001015889517
GO:2001257 0.00140662094970077
GO:0097193 0.00145819745692073
GO:0016925 0.00148176891399681
GO:0034394 0.00148176891399681
GO:1901342 0.00148224106479953
GO:0030330 0.00152839280853956
GO:0042273 0.00152839280853956
GO:0032272 0.00155274025625175
GO:0035050 0.00155832265292944
GO:0019677 0.00156492433963853
GO:0042474 0.00156492433963853
GO:0060973 0.00156492433963853
GO:0140354 0.00156492433963853
GO:1902683 0.00156492433963853
GO:0001935 0.00156691847851719
GO:0045601 0.00158632848852562
GO:0034332 0.00158841812767879
GO:0042113 0.00160213623673927
GO:0009612 0.00162911286393713
GO:0061136 0.00163759147213803
GO:0120034 0.00165513303675422
GO:0014074 0.00167679638379935
GO:0061951 0.00169026856993353
GO:1901292 0.00169802233267069
GO:0006814 0.0017064357350093
GO:0071402 0.0017076064756869
GO:0071774 0.00173312359579571
GO:0034250 0.00174377757094355
GO:0001657 0.00175239342179017
GO:0060419 0.00175239342179017
GO:0045649 0.00176345158147488
GO:0048641 0.00176345158147488
GO:0072010 0.00176345158147488
GO:0086013 0.00176345158147488
GO:0045862 0.0017759587264781
GO:0071805 0.0017799270875182
GO:1901654 0.0017799270875182
GO:0034367 0.00179583367208862
GO:0060218 0.00179583367208862
GO:1904018 0.00180114856804008
GO:0010232 0.00180835991236837
GO:0150104 0.00180835991236837
GO:1901879 0.00180835991236837
GO:0048872 0.00180910982734244
GO:0021783 0.0018220134205839
GO:0034375 0.0018220134205839
GO:0072109 0.0018220134205839
GO:1902165 0.0018220134205839
GO:0035767 0.00182598198977955
GO:0018209 0.00185674739500866
GO:0010595 0.00186088627741113
GO:0097305 0.00186823747464029
GO:0034101 0.00187327346220634
GO:1900180 0.00187327346220634
GO:0002262 0.00187405162085533
GO:0046822 0.00188093149158372
GO:0061005 0.00191798896688759
GO:0045637 0.0019427413283356
GO:0003174 0.00194441308845805
GO:0014004 0.00194441308845805
GO:0070278 0.00194441308845805
GO:0042326 0.00195854540888874
GO:0120161 0.00196983010278813
GO:0019722 0.00198493306838867
GO:0002573 0.0019997530525718
GO:0009743 0.0019997530525718
GO:0072163 0.00200692646443979
GO:0072164 0.00200692646443979
GO:1901873 0.00201072237008491
GO:0032386 0.00202293581963839
GO:0001892 0.00209155898556444
GO:0090092 0.0021021875445118
GO:0045765 0.00212666799006013
GO:0032330 0.00216175630284957
GO:0060688 0.00216175630284957
GO:1902743 0.00216175630284957
GO:0003228 0.00221306729699683
GO:0010881 0.00221306729699683
GO:1901655 0.00221589523991053
GO:0070306 0.00229318257830801
GO:0071404 0.00229318257830801
GO:0098900 0.00230254290810816
GO:0060541 0.00230751442236492
GO:0021782 0.00233813954006662
GO:0021801 0.0023777955538412
GO:0022030 0.0023777955538412
GO:0006734 0.00238521616878008
GO:0061384 0.00238521616878008
GO:0043462 0.00239419980696197
GO:1905330 0.00239419980696197
GO:0006094 0.0024113006070706
GO:2000027 0.0024113006070706
GO:0007520 0.00241510428450956
GO:0035850 0.00241510428450956
GO:0046365 0.00241510428450956
GO:0097720 0.00241510428450956
GO:1902041 0.00241510428450956
GO:0030100 0.00250435204333467
GO:0008217 0.00255637827563598
GO:0045766 0.00255637827563598
GO:0031333 0.00258577468107196
GO:0050678 0.00259811991792242
GO:0008585 0.00261096959424785
GO:1900026 0.00266645690405355
GO:0006089 0.00268730894863487
GO:0010002 0.00268730894863487
GO:0030949 0.00268730894863487
GO:0046364 0.00269767995027479
GO:0043030 0.00274884296742693
GO:0006949 0.00282856217061791
GO:0030837 0.00282856217061791
GO:0031100 0.00282856217061791
GO:0042698 0.00286263225676633
GO:0045981 0.00289642370808403
GO:0055094 0.00289642370808403
GO:1900544 0.00289642370808403
GO:1902229 0.00289642370808403
GO:0030879 0.00291609827406263
GO:0014037 0.00294630640582968
GO:0003283 0.00305438658424465
GO:0035855 0.00305438658424465
GO:0046823 0.00305438658424465
GO:0034341 0.00305502963587305
GO:0002062 0.00306549140021094
GO:0034616 0.00307294846771004
GO:0046598 0.00307294846771004
GO:0070141 0.00307294846771004
GO:0070307 0.00307294846771004
GO:0071696 0.00307294846771004
GO:0075294 0.00307294846771004
GO:1905208 0.00307294846771004
GO:0051647 0.00307386306430607
GO:0045638 0.00307701927544423
GO:0019079 0.00308900625221105
GO:0014889 0.00309452090625304
GO:0031440 0.00309452090625304
GO:0060947 0.00309452090625304
GO:0002687 0.00317971286870928
GO:0042116 0.00321562367055245
GO:0048588 0.00323125245919514
GO:0045069 0.00325552525752693
GO:0043470 0.00326412802773995
GO:0045599 0.00326412802773995
GO:0071675 0.00326565118545872
GO:0002183 0.00328832120844736
GO:0010907 0.00328832120844736
GO:0019320 0.00328832120844736
GO:0030835 0.00328832120844736
GO:0051602 0.00328832120844736
GO:0071526 0.00328832120844736
GO:0061180 0.00332614025352206
GO:0010038 0.00334131818690813
GO:0001823 0.00336158670737015
GO:1903900 0.00339059947116056
GO:0120032 0.00342985892233291
GO:0050769 0.00348800617787384
GO:0014911 0.00356898244343084
GO:0022602 0.00356898244343084
GO:0060976 0.00356898244343084
GO:0045165 0.00360551015898745
GO:0001938 0.00362347917711334
GO:0006140 0.00362687124339765
GO:0019319 0.00362687124339765
GO:1904063 0.00362687124339765
GO:0045639 0.00379997854829695
GO:0006525 0.00383599220129394
GO:0030903 0.00383599220129394
GO:0035338 0.00383599220129394
GO:0036342 0.00383599220129394
GO:0048339 0.00383599220129394
GO:0048486 0.00383599220129394
GO:0086014 0.00383599220129394
GO:0086026 0.00383599220129394
GO:0086066 0.00383599220129394
GO:0000768 0.00385610351488786
GO:0140253 0.00385610351488786
GO:0051926 0.00389363912722212
GO:0034405 0.0039119267961936
GO:0046320 0.0039119267961936
GO:0086019 0.0039119267961936
GO:0090183 0.0039119267961936
GO:1901797 0.0039119267961936
GO:0060491 0.00405586922340318
GO:0071674 0.00405586922340318
GO:0034599 0.00405795138409741
GO:0046434 0.00408451190102088
GO:0043087 0.00409013291704131
GO:0007263 0.0041078449175597
GO:0001656 0.00413096843112061
GO:0002690 0.00413096843112061
GO:0014033 0.00413096843112061
GO:0030148 0.00428509670906274
GO:0046545 0.00428509670906274
GO:0006110 0.00429417538008757
GO:0030811 0.00429417538008757
GO:0033121 0.00429417538008757
GO:0043491 0.00437543689086893
GO:0042307 0.00448353277191149
GO:0045429 0.00448353277191149
GO:0051693 0.00448353277191149
GO:0090596 0.00453915039209464
GO:0001732 0.00462651993083416
GO:0003376 0.00462651993083416
GO:0010763 0.00462651993083416
GO:0031000 0.00462651993083416
GO:0060347 0.00462651993083416
GO:0072148 0.00462651993083416
GO:1902166 0.00462651993083416
GO:2000052 0.00462651993083416
GO:2000767 0.00462651993083416
GO:0031214 0.00463881878067247
GO:1900182 0.0046917894645094
GO:0002040 0.00473066918326832
GO:0009746 0.00477653508753009
GO:0034284 0.00478447837390405
GO:0030316 0.00482065473637272
GO:0032388 0.00491204322833481
GO:0071398 0.00492069345111297
GO:0034470 0.00494602041760154
GO:0007405 0.00504119951828616
GO:0030500 0.00504119951828616
GO:0001936 0.00506106916240714
GO:0051962 0.00507050676000406
GO:0030838 0.00513356026972344
GO:0002158 0.00513794753729024
GO:0021604 0.00513794753729024
GO:0034085 0.00513794753729024
GO:0052646 0.00513794753729024
GO:0070934 0.00513794753729024
GO:0071313 0.00513794753729024
GO:0110011 0.00513794753729024
GO:1901844 0.00513794753729024
GO:1904238 0.00513794753729024
GO:0002685 0.00515262015705599
GO:0032922 0.00526711461164004
GO:0060603 0.0052779599700064
GO:0070168 0.0052779599700064
GO:0086011 0.0052779599700064
GO:1902230 0.0052779599700064
GO:0010976 0.00529800427671884
GO:2000179 0.00530318819773109
GO:0007351 0.00532176402519283
GO:0008595 0.00532176402519283
GO:0060716 0.00532176402519283
GO:0090128 0.00532176402519283
GO:0097468 0.00532176402519283
GO:2001014 0.00532176402519283
GO:0035336 0.00546206505315491
GO:0035994 0.00546206505315491
GO:0007179 0.00548461905130764
GO:0010591 0.00550137241386051
GO:0060421 0.00550137241386051
GO:1904407 0.00550137241386051
GO:0006979 0.00556707037237438
GO:0045807 0.00569886442484372
GO:0046620 0.00570774922278705
GO:2000177 0.00570774922278705
GO:0050871 0.00575970787102978
GO:0043524 0.00580313229097692
GO:0030218 0.0058083843647375
GO:0006417 0.00582340185752682
GO:0051896 0.00584113382868931
GO:1901861 0.00588202621257111
GO:0035914 0.00594445591198038
GO:0061045 0.00594445591198038
