ID pvalue
GO:0022626 8.13935561421175e-51
GO:0005925 7.70727830000691e-45
GO:0030055 1.27064839209205e-44
GO:0044391 7.59541780432001e-36
GO:0022625 9.2437880264356e-35
GO:0005840 1.88520611449551e-30
GO:0043292 3.26960586617638e-29
GO:0030016 1.03623696383062e-26
GO:0030017 1.22426455552106e-24
GO:0022627 1.7679698571952e-22
GO:0015934 5.00205347042596e-22
GO:0031674 3.82985228017896e-16
GO:0015935 4.45652211083217e-15
GO:0030018 5.38089465665672e-15
GO:0032432 3.99035644489788e-14
GO:0001725 5.02100113443935e-13
GO:0097517 5.02100113443935e-13
GO:0042641 1.18659129196307e-12
GO:0005912 2.52360466986938e-12
GO:0005884 3.17473680246053e-12
GO:0042383 4.07507859739114e-11
GO:0031252 2.48372739752814e-10
GO:0030315 8.68831697361286e-10
GO:0005865 1.89593794211177e-08
GO:0036379 3.85782634851433e-08
GO:0098857 4.03432165165561e-08
GO:0005859 7.37333639572043e-08
GO:0016460 7.69889382342797e-08
GO:0045121 8.03644362641687e-08
GO:0030027 1.13660673152058e-07
GO:0016529 1.25083561163316e-07
GO:0001726 1.33430992055023e-07
GO:0016528 1.40968099820805e-07
GO:0033017 2.71931690389044e-07
GO:0062023 4.76155894495072e-07
GO:0031672 9.82268818449508e-07
GO:0014069 1.25274265290398e-06
GO:0030684 1.29763147739698e-06
GO:0030863 1.31823445641537e-06
GO:0099572 3.72012774299205e-06
GO:0098984 3.82230000807304e-06
GO:0032279 3.89788779871766e-06
GO:0032040 3.98540880150101e-06
GO:0005938 6.62183872924485e-06
GO:0045178 1.66160169496805e-05
GO:0016459 2.55735309724014e-05
GO:0031430 3.10425308131151e-05
GO:0009925 3.15447649117112e-05
GO:0044291 3.62809542711965e-05
GO:0032982 4.70010711861154e-05
GO:0098978 6.24965650306322e-05
GO:0030864 9.18591381204153e-05
GO:0016323 0.000122870677075977
GO:0090533 0.000171355630416561
GO:0031091 0.000172199362875925
GO:0005890 0.000179499945073449
GO:0035770 0.000189478574482947
GO:0005604 0.000206407253544396
GO:0043296 0.00023105571418545
GO:0014704 0.000244098502968873
GO:0031093 0.000291737662083403
GO:0032587 0.000314606752872097
GO:0031256 0.000418922631053419
GO:0044309 0.000426091352505367
GO:0036464 0.000433723186896072
GO:0030427 0.000547160359870557
GO:0030139 0.000563555981695178
GO:0030426 0.000625336729069053
GO:0031258 0.000655373414214961
GO:0045177 0.000676049499955616
GO:0031143 0.000678727715122747
GO:0043197 0.000688414864888802
GO:0005788 0.000712745473026637
GO:0005614 0.000871705502418361
GO:0031094 0.000871705502418361
GO:0070160 0.000958844243150878
GO:0098858 0.00107519590468384
GO:0099524 0.00156391105976328
GO:0005852 0.00166337570039469
GO:0005905 0.00185814560738424
GO:0098533 0.00191505624098283
GO:0016324 0.00201127842047179
GO:0034399 0.00212043103365336
GO:0005923 0.00232042706028375
GO:0033290 0.00253233079491691
GO:0002116 0.00260617346348071
GO:0030117 0.00271331756881294
GO:0048475 0.00271331756881294
GO:0031941 0.0027877736824241
GO:0030666 0.00279598472906363
GO:0031983 0.00311216250225997
GO:0016010 0.00371189639114955
GO:0016282 0.00371189639114955
GO:0031527 0.00371189639114955
GO:0043034 0.00371189639114955
GO:0034774 0.00378048974329415
GO:0030175 0.00399096766146848
GO:0090665 0.00434534782030952
GO:0048786 0.00451569317099751
GO:0060205 0.00461748444207484
GO:0031253 0.00501057403230296
GO:0070993 0.00526599602228986
GO:0099522 0.00526599602228986
GO:0098576 0.00558055414185769
GO:0005791 0.00621132161104028
GO:0031968 0.00661021116280196
GO:0043202 0.0067041820406165
GO:1904813 0.00749111997663829
GO:0019867 0.00763190276847677
GO:0031965 0.00811611446204668
GO:0009897 0.00835374299041056
GO:0005901 0.00895888156335619
GO:0034704 0.00897775610441716
GO:0008180 0.00905647858072855
GO:0030662 0.00916035680859912
GO:0140534 0.00919494805277952
GO:0016342 0.00961690732494076
GO:0098562 0.00969397338162559
GO:1990454 0.0101268288741063
GO:0051233 0.0110849716462097
GO:0005874 0.0111850522187063
GO:0016363 0.0112017963863623
GO:0045335 0.012275313759035
GO:0044295 0.0126258789457151
GO:0034703 0.0141156508015014
GO:0016607 0.0147851648380354
GO:0005741 0.0154781190957737
GO:0000502 0.015525905464553
GO:0101002 0.0156537372662182
GO:0001891 0.0158304799713958
GO:0032994 0.0161494517420066
GO:0030670 0.0168556336318684
GO:0005891 0.0170694179965731
GO:0042581 0.0182959997091359
GO:0098553 0.0195834302916819
GO:0150034 0.0202382715268356
GO:0098574 0.0207902745899767
GO:0035371 0.0209776262947448
GO:0030667 0.0231031632106774
GO:0005902 0.0240522570589533
GO:0035579 0.0251733069799572
GO:0008278 0.0252056906017342
GO:0031588 0.0252056906017342
GO:0097197 0.0252056906017342
GO:0034358 0.0257294153747374
GO:1990777 0.0257294153747374
GO:0010494 0.0278486683640787
GO:0031254 0.0281222893808672
GO:0005581 0.0291703320442828
GO:1905369 0.0291703320442828
GO:0034702 0.0303773203905427
GO:0098685 0.0307315339584394
GO:0044853 0.0314372125249208
GO:0031594 0.0317733575637995
GO:0016328 0.032997352197345
GO:0043194 0.0350529493227568
GO:0097038 0.0350529493227568
GO:0097431 0.0357115138648837
GO:0030062 0.0358609729733176
GO:0016605 0.0363073012332431
GO:0098554 0.0369033451935902
GO:0000922 0.0381395144699082
GO:0030120 0.0383569881007971
GO:0098636 0.039653324150818
GO:0005635 0.0406759534260124
GO:0030118 0.0407184221953712
GO:0043198 0.0415801325017469
GO:0070382 0.0417771542909771
GO:0030665 0.0455784447069763
GO:0071013 0.0471750434790257
GO:0031092 0.047186047838291
GO:0034518 0.047186047838291
GO:0098637 0.047186047838291
GO:0030135 0.0473788664240842
GO:0008021 0.0478246475211227
GO:0031209 0.0487280450229232
GO:0071006 0.0487280450229232
GO:0071012 0.0487280450229232
GO:1990062 0.0487280450229232
GO:1990124 0.0487280450229232
