UniqueCount	AmbigCount
0	0
0	0
10	262
0	0
0	1
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	19
0	2
0	0
0	0
0	10
0	0
0	11
1	1
0	6
185	23
0	22
5	82
2	12
0	0
7	28
0	0
0	0
0	0
12	236
0	3
0	20
0	6
0	20
50	23
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
8	2
1	10
0	2
6	0
0	72
0	40
0	53
1	47
0	41
0	22
0	5
0	38
0	27
9	11
0	23
6	7
2	1
0	0
0	31
11	3
0	0
0	5
0	0
0	0
1	21
0	2
0	0
0	2
0	0
3	0
0	0
0	2
0	0
1	19
0	0
0	0
0	0
0	5
0	2
0	0
0	0
106	12706
1428	65100
807	82302
3	0
12	1263
0	20
19776	21546
10	3185
0	0
0	0
0	0
133	325
5	7
0	0
0	0
0	22
0	3
0	1
0	1
0	1
0	1
0	5
2	1
0	1
0	3
0	7
0	3
0	1
0	3
0	1
0	2
0	0
2	0
0	5
7	5
0	4
0	0
2	0
0	5
0	0
0	0
0	0
0	0
0	0
0	5
18	27
1	4
4	4
0	0
24	19
0	16
0	0
171	2
0	13
0	350
0	375
280	1086
79	178
4	1236
59	59
0	778
0	1125
54	37
1	417
0	1125
0	432
0	899
16	14
1	306
1	307
0	37
0	328
0	440
0	452
0	383
0	26
21	178
0	271
0	270
1	434
0	677
0	717
0	788
0	325
0	345
0	391
1	387
0	31
0	440
0	774
0	364
0	31
0	24
0	121
0	32
0	271
15	23
2	7
14	7
0	2
0	0
0	2
2	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
73	497
2	207
28	446
0	0
0	168
8	10
11	3
5	0
2	3
0	0
2	0
0	0
0	0
0	0
0	0
167	3189
0	2917
0	1102
1	2129
5	0
1	12
3	5
3	9
0	1
0	5
0	3
5	5
0	0
0	0
0	117
0	114
0	104
0	107
0	0
0	2
0	3
0	0
4	3
0	28
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	13
0	9
0	11
0	11
8	9
0	11
0	13
0	2
1	8
1	3
0	1
0	1
0	0
6	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	1
0	3
0	4
0	3
0	3
0	5
0	1
0	2
0	1
0	3
0	2
0	3
0	1
0	2
11	572
0	514
0	437
48	227
1	185
1	151
0	79
98	2
0	0
0	0
0	0
0	0
0	0
