UniqueCount	AmbigCount
0	9
0	1
2	263
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	37
0	1
1	3
0	2
0	21
0	0
6	66
3	2
0	6
295	30
0	29
23	150
3	20
0	0
11	38
0	0
0	0
0	1
7	228
0	10
0	17
0	16
0	17
19	23
0	9
0	0
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	1
3	5
5	5
0	2
6	0
0	63
0	36
0	74
3	42
0	38
5	30
7	5
0	50
0	27
13	17
0	43
10	19
3	6
1	6
0	36
12	8
0	0
0	13
0	1
0	0
3	68
0	4
0	0
0	1
0	2
0	2
0	2
0	2
0	2
0	24
0	1
0	0
0	5
0	8
0	2
0	0
0	0
66	12367
1418	73726
1290	114437
10	0
5	1650
1	14
30214	40919
12	2717
0	0
0	1
0	0
128	422
9	8
0	0
0	0
0	32
0	4
0	4
0	4
0	4
0	4
0	4
2	4
0	4
0	4
1	8
0	2
0	2
0	2
0	2
0	4
0	4
0	0
0	1
0	1
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	27
0	0
0	0
0	0
18	4
0	4
1	0
104	0
0	3
0	482
0	498
432	1526
148	332
0	1813
76	44
0	1127
0	1554
91	32
2	550
0	1528
3	561
0	1259
22	18
4	425
0	409
0	35
0	416
0	552
0	597
0	513
0	55
24	279
0	376
0	380
2	552
0	962
0	1035
0	1112
0	425
0	461
0	503
0	516
0	61
0	574
0	1108
0	457
3	60
0	38
0	214
0	58
0	376
13	19
7	5
8	5
2	2
0	1
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
70	468
6	233
44	443
0	0
7	151
11	18
7	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
228	4930
0	4485
4	1607
3	3429
27	0
6	31
4	25
6	27
0	15
2	19
0	5
4	19
0	0
0	0
0	92
0	85
0	77
0	84
0	1
0	2
0	2
0	2
0	0
6	22
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	3
0	4
0	4
16	3
0	4
1	4
0	0
0	3
1	1
0	1
0	1
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	11
0	14
0	9
0	17
3	17
0	14
0	10
0	12
0	8
0	10
0	12
0	12
0	7
0	3
11	690
0	635
5	548
63	280
4	196
0	187
0	91
87	1
0	0
0	0
0	0
0	0
0	0
0	0
0	234
3	276
0	231
1	145
0	140
0	131
0	113
4	21
0	102
7	105
0	20
0	43
0	39
0	22
0	35
4	1
0	5
0	12
12	24
13	0
0	0
4	0
0	22
0	19
6	22
0	20
0	0
0	16
0	0
0	1
55	278
6	300
1	210
0	155
0	2
0	11
0	30
2	0
10	51
0	30
25	27
0	4
0	0
0	0
4	19
0	9
1	2
0	13
0	5
10	8
3	7
3	254
0	481
0	466
0	327
0	98
0	374
0	485
0	316
54	262
3	159
0	255
0	453
0	309
0	254
0	358
0	387
0	67
0	43
4	16
0	312
0	50
0	89
0	100
3	57
0	80
0	177
0	12
10	22
5	182
4	75
0	73
0	144
0	126
1	129
0	1
5	0
0	71
0	174
0	140
11	99
0	80
0	76
0	38
0	31
0	25
0	31
0	7
0	16
2	15
0	0
5	0
0	153
550	218
7	66
9	0
66	2217
26	2084
2	242
0	456
10	150
0	98
20	168
0	0
0	130
0	166
0	179
0	107
0	171
0	41
0	28
5	43
0	0
1	1
2	971
4	955
80	941
42	951
0	20
0	13
0	0
0	449
8	553
0	443
20	311
11	818
0	492
1	578
0	674
0	211
0	307
0	93
2	59
0	65
3	97
0	191
16	19
0	49
12	10
3	28
0	43
6	43
3	49
0	49
0	47
0	46
0	43
0	43
0	40
0	1
