UniqueCount	AmbigCount
0	2
0	0
0	230
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	35
0	2
2	0
0	0
0	24
0	1
0	20
0	4
0	6
125	27
0	26
3	67
7	17
0	3
17	35
0	0
0	0
0	0
7	198
0	24
0	52
0	24
0	39
142	41
0	11
0	0
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	2
6	15
5	11
0	1
8	1
0	71
0	57
0	51
0	35
0	73
4	50
0	1
0	56
0	53
11	8
0	14
2	1
0	1
0	1
0	41
7	6
0	0
0	5
0	2
0	1
3	32
0	0
0	0
0	4
0	0
0	0
0	0
0	2
0	0
2	17
0	2
0	0
0	1
0	7
0	1
0	0
0	0
63	9095
942	43155
686	72723
4	0
7	854
0	20
17873	16822
5	1998
0	0
0	2
0	1
117	330
7	14
0	0
0	0
0	13
0	8
0	1
0	1
0	2
0	1
0	3
1	2
0	1
0	1
2	14
0	1
0	1
0	1
0	1
0	3
0	3
4	0
0	3
8	3
0	5
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	1
7	33
0	14
1	14
0	0
13	16
0	16
3	0
80	7
0	8
0	161
0	172
112	451
55	83
0	506
46	31
0	347
0	454
23	12
4	181
0	485
0	192
0	390
15	5
0	130
0	172
0	12
0	125
0	214
1	195
0	181
0	22
9	101
0	146
0	147
4	200
0	304
0	313
0	348
0	129
0	147
0	165
0	175
0	23
0	194
0	344
0	153
0	23
0	12
0	52
0	22
0	146
2	9
6	7
8	7
0	5
0	2
0	3
1	0
0	0
0	0
0	0
1	0
0	0
8	0
0	0
0	0
0	43
0	44
0	5
0	39
0	27
0	26
0	27
0	20
0	25
2	33
0	19
0	0
0	11
0	0
0	2
64	473
1	211
23	447
0	0
4	128
4	10
7	5
11	2
0	4
0	0
10	0
0	0
0	0
0	0
0	0
47	720
0	662
0	286
1	455
4	0
14	32
2	27
14	28
0	18
0	31
0	12
10	31
0	0
0	0
0	314
0	282
0	273
0	305
0	8
0	3
1	7
0	2
1	7
13	107
0	13
0	0
0	0
0	0
0	0
0	0
