UniqueCount	AmbigCount
0	10
0	0
1	265
0	0
0	0
0	3
0	0
0	2
0	0
0	0
0	0
0	0
0	0
8	29
0	2
0	1
0	0
0	22
0	0
0	26
0	0
0	5
305	46
0	46
44	267
2	11
9	5
4	18
0	0
0	0
0	0
2	256
0	7
0	12
0	5
0	9
9	20
0	4
0	0
0	18
0	0
0	0
0	0
0	2
0	2
0	0
0	1
2	6
7	7
0	0
13	1
0	126
0	43
0	83
4	104
0	165
2	112
3	13
0	131
0	117
14	16
0	44
9	40
3	4
0	8
0	109
9	9
0	0
0	7
0	1
0	0
10	34
0	3
0	0
0	4
25	5
0	5
0	2
0	3
0	5
4	28
0	4
0	0
0	2
0	13
0	0
0	0
0	0
141	17243
1698	81393
1169	108097
6	0
783	4916
0	38
29739	29822
17	4370
0	0
0	1
0	0
290	770
14	4
0	0
3	0
0	68
0	7
0	4
0	4
0	4
0	4
0	10
0	3
0	4
0	4
1	25
0	4
0	4
0	4
0	4
0	13
0	6
5	3
0	7
1	7
0	10
0	2
0	2
0	3
0	2
0	3
0	2
0	2
0	2
0	1
17	43
1	9
3	9
0	0
39	24
0	20
6	1
154	7
0	12
0	661
0	726
513	2164
217	464
4	2520
101	85
0	1472
0	2213
140	59
3	772
0	2204
2	834
0	1703
28	23
2	584
2	587
0	66
0	616
2	815
2	860
2	743
0	91
37	342
0	494
0	514
1	836
0	1243
0	1318
0	1475
0	612
0	631
0	723
0	747
0	103
0	840
0	1445
0	651
3	103
0	51
0	323
0	98
0	494
33	53
5	22
17	22
4	17
0	2
0	16
1	0
0	0
0	0
0	0
0	0
0	0
3	2
0	1
0	1
0	3
0	3
0	0
0	2
0	2
0	2
0	2
0	1
0	2
0	2
0	0
0	0
0	0
0	0
0	0
61	655
1	318
28	599
0	0
12	183
17	8
26	7
1	0
3	7
0	1
3	0
0	0
0	0
0	0
0	0
180	4002
0	3613
2	1445
7	2618
12	0
6	12
2	7
6	10
0	4
1	20
0	4
2	20
0	0
0	0
0	190
0	177
0	163
0	176
0	3
1	16
0	4
0	0
3	3
7	52
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	26
0	20
0	23
0	23
12	25
0	23
8	26
0	1
0	13
0	1
0	3
0	3
2	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	7
0	11
0	7
0	11
2	11
0	12
0	7
0	6
0	7
0	7
0	6
0	10
0	6
0	1
13	868
0	783
3	674
44	344
12	275
0	259
0	99
156	0
0	0
1	0
0	0
0	0
0	0
7	0
0	361
10	401
0	362
5	212
1	201
0	199
3	182
8	36
0	162
0	130
0	23
0	47
0	51
0	33
3	31
6	4
0	5
0	9
15	26
15	0
0	0
4	0
0	34
1	21
1	32
0	32
0	0
2	29
0	0
0	3
61	298
9	297
0	195
0	149
1	1
0	14
0	28
1	1
15	66
0	45
27	41
0	25
0	0
0	0
2	24
0	4
2	0
0	10
0	0
0	11
0	14
1	263
0	469
0	468
0	341
0	94
0	396
0	506
3	337
69	274
8	159
1	283
0	453
0	329
0	273
0	362
0	398
0	81
0	38
0	12
0	316
0	47
0	91
0	96
2	55
0	71
0	151
0	10
7	24
0	180
0	97
0	76
1	130
0	101
11	101
1	1
1	0
0	46
0	168
1	118
9	83
0	76
0	44
0	38
0	33
0	18
1	22
0	2
0	6
4	5
0	0
21	0
5	115
430	147
2	32
4	0
41	2667
73	2533
2	329
0	535
6	152
3	124
19	162
0	0
0	256
2	357
2	382
0	270
2	371
0	62
2	47
7	79
0	1
0	3
5	1148
16	1129
68	1091
65	1114
3	18
0	15
0	0
0	692
9	888
0	681
19	441
15	1373
0	767
1	926
0	1075
0	294
0	496
3	114
1	105
0	108
2	133
0	377
13	43
2	85
11	18
1	37
3	97
0	98
0	125
0	120
0	108
0	113
0	93
0	92
0	97
0	4
0	92
0	93
0	95
0	43
135	832
1	625
31	668
9	38
27	209
1	21
0	6
12	2
0	29
0	22
0	22
0	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	8
0	58
13	66
0	6
1	24
0	0
0	3
8	126
0	94
44	118
0	16
22	84
24	70
0	3
9	6
0	0
0	267
3	182
0	255
0	209
0	246
0	3
0	28
0	57
12	0
3	0
309	1121
25	972
7	153
447	35
0	3
5	3
0	0
7	0
2	0
324	0
43	1074
4	1092
0	1163
0	1150
0	922
9	1031
0	1068
98	63
0	47
19	1120
4	86
2	885
8	78
0	15
4	93
0	1156
4	619
0	43
0	987
6	756
5	19
6	15
1	899
6	153
5	32
0	25
9	112
2	150
0	179
0	139
0	155
0	171
0	1
0	4
0	1
1	4
0	4
0	0
0	1
0	1
0	0
0	2
28	1106
0	939
4	980
1	873
0	787
0	781
0	781
0	781
0	258
0	0
5	170
21	1240
1	1207
22	366
18	147
0	0
0	0
0	2
54	678
0	565
0	123
3	461
2	534
0	342
0	541
0	568
0	461
0	464
9	9
1	46
0	14
0	2
0	60
0	7
1	13
6	75
5	55
6	64
9	9
0	8
4	8
184	461
0	0
0	0
0	0
16	160
33	30
2	142
0	107
0	0
2	297
0	284
2	269
1	116
0	1
1	43
0	15
0	20
10	42
0	16
1	20
0	29
5	32
1	28
5	34
16	22
0	1
0	1152
6	1302
17	1393
1	1169
0	1204
0	1288
0	1148
0	1102
2	1287
0	1204
0	773
0	1226
0	1280
2	1256
0	1255
0	1223
0	1204
0	1040
0	1125
0	978
1	1106
0	1069
1	581
0	497
71	106
8	263
1	216
0	106
0	12
1	41
11	0
0	11
0	10
0	4
0	11
1	5
12	104
15	104
5	73
0	12
31	1244
12	1221
0	118
41	159
36	95
3	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	8
0	8
0	2
0	8
1	8
0	3
0	1
0	3
0	1
0	7
0	0
0	7
0	2
0	0
0	7
0	2
0	7
0	1
0	5
0	0
0	0
4	5
0	0
0	0
0	0
0	0
0	1
0	4
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	4
0	0
0	2
0	4
0	0
0	0
10	0
1	0
0	47
6	47
0	55
0	65
0	26
49	25
0	19
0	39
1	31
1	31
0	20
0	5
0	28
6	0
0	0
0	0
0	29
959	41
4	0
0	9
4	5
0	0
0	0
5	27
1	28
0	27
0	2
13	2
1	0
10	19
0	23
11	0
1	2
0	1
2	0
16	0
0	0
2	0
8	942
0	75
4	1179
0	294
14	8
1	645
2	244
71	474
7	184
4	329
0	352
0	226
0	201
1	28
0	8
0	3
2	5
0	0
0	0
0	2
0	0
0	0
0	2
0	0
0	2
0	0
0	0
0	0
16	508
0	390
0	237
0	38
3	14
7	4
6	8
0	24
0	171
9	39
9	1
0	11
2	0
0	2
0	2
0	30
0	4
1	4
3	21
4	26
0	1
0	17
0	25
2	25
0	25
0	21
3	83
0	83
7	17
0	24
14	17
17	93
0	109
0	9
0	14
0	0
0	6
0	0
1	0
4	0
0	0
0	0
0	31
0	29
0	31
0	29
0	5
0	24
0	4
0	2
0	0
0	0
0	27
0	0
0	29
0	1
0	2
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
19	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
3	6
0	5
0	1
0	4
4	6
0	4
0	4
0	0
0	0
2	0
1	18
0	3
0	30
7	31
0	17
0	11
0	0
0	14
0	6
0	0
0	0
0	0
2	0
0	0
0	0
0	0
15	32
0	32
0	32
0	9
0	2
0	3
7	22
0	0
4	122
0	132
0	71
2	5
0	53
0	5
0	2
1	0
0	0
5	2
0	2
0	2
0	0
0	2
0	2
0	2
190	855
0	852
7	59
16	59
52	4
0	27
0	10
0	9
0	4
0	24
0	19
0	1
0	3
0	3
0	0
0	0
0	2
0	3
0	0
0	3
0	2
0	2
0	3
0	0
0	0
0	0
0	2
0	0
0	0
0	53
0	9
0	189
0	134
0	206
9	445
0	99
0	2
0	232
0	7
0	263
7	284
3	347
0	340
0	134
0	186
0	177
0	152
0	204
0	293
0	144
0	27
0	16
0	160
0	152
15	27
0	143
0	4
0	0
0	37
2	3
0	3
1	3
0	0
0	0
1	0
0	0
1363	249
0	242
1	64
0	0
0	0
14	424
0	495
0	525
1	509
0	447
0	507
11	508
1	490
0	449
0	497
2	452
0	491
0	499
2	419
0	437
0	434
0	7
0	338
0	130
3	328
0	8
0	35
1	214
0	154
0	80
24	63
0	5
0	52
0	35
0	45
1	47
0	44
0	45
0	46
0	44
0	4
0	3
4	142
13	168
0	151
0	142
0	161
0	141
0	138
0	137
0	142
2	65
0	14
0	2
0	5
0	4
7	4
3	2
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
39	6
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	15
1	14
0	53
1	75
1	74
0	63
2	1
0	5
6	0
0	58
0	0
0	13
0	13
1	163
0	157
0	160
0	0
0	7
0	0
5	3
0	0
0	13
0	7
0	13
0	142
0	22
0	0
0	33
0	148
1	4
0	162
0	5
0	152
0	15
0	12
0	51
0	140
0	168
0	7
4	5
3	132
0	3
0	0
0	155
0	160
0	43
0	54
0	10
0	0
0	137
0	3
0	57
0	106
0	0
1	0
0	6
0	122
2	93
0	116
4	6
0	0
0	4
0	4
0	4
0	0
0	480
2604	2784
44	2730
1	2589
0	1335
0	1095
0	481
2	479
0	0
12	11
13	97
0	19
10	1
11	81
0	0
0	0
0	3
0	4
1912	3402
0	130
32	3268
9	1147
3	4
0	1
0	4
0	0
48	1
0	15
3	15
0	14
0	14
0	14
